request_id,metadata
request-62,"{'상담제목': {'raw_text': '결핵이 발견되었으나 미등록 체류로 출국위기에 놓인 노동자', 'Embedding': []}, '상담내용요약': {'raw_text': '내담자는 중국 한족(연길)으로 C_3_8로 입국 후 현재 미등록 상태임\n-중국에는 아내와 자녀1명이 있고, 한국입국한지는 10년이 됨\n-한국말이 서툴러서 무료건강검진때 의사소통은 할 수 없었으니, 피부가 검고 병색이 짙어 통역하는 중국상담사 선생님에게 잘 검사받도록 신경을 써주면 좋겠다고 함\n-7월 건강검진 결과가 결핵 양성반응으로 밝혀짐\n-지역 보건소에 가서 신고하고 치료해야하는데 신고라는 말에 강제퇴거를 두려워하여 설득하고 보건소 방문함', 'Embedding': []}, '진행_과정_및_결과': '6월25일 \n-무료건강검진 접수 후 검진함\n-한국말을 하지못하여 중국 상담사와 함께 옴\n\n7월8일 \n-상담접수 후 기관으로 내방하여 진료결과지를 봐야 하는데 현장 근무일로 출석하지 않음.\n-폐가 좋지 않은 것으로 소견을 보인다고 건강검진 의사선생님이 중국 상담사에게 전함. 재검이 필요하다고 하여 계속 중국상담사와 연락을 취함. \n\n7월18일\n-무료검진 했던 의사선생님에게 유선으로 연락이 왔는데 결핵 양성판정 결과가 나왔다고 함\n-중국 상담사와 함께 내담자를 찾아서 연락을 취함.\n-계속 연락두절\n\n7월19일 \n-저녁 늦게 연락이 되어서 관할 보건소에 방문을 해야 함을 말함\n-미등록 신분이라서 공공기관에 가는 것을 극도로 꺼려함\n-다른 병원에서 재검을 하는것도 고려하여 유선으로 알아봄.\n-결국 개인병원에서도 보건소에 신고해야 하는 등 검사비 무료 등으로 이유로 보건소 방문을 권고하도록 하는게 좋다는 의견으로 회신이옴\n-집으로 방문하여 전화로 설득을 함\n\n7월20일\n-본 기관에서 보건소 방문에 동행하고 안전을 최대한 노력하겠다고 하여 함께 보건소 동행하고, 중국상담사가 검사와 함께 결핵에 주의점 등 담당선생님으로부터 설명 등을 통역함\n-1주 후 다시 방문하기로 함\n\n7월21일\n-1주 후 보건소에 방문하지 않아서 지역보건소에서 연락이 옴\n-지역보건소 담당간호사가 경찰에 신고하겠다고 기관에 협박을 함\n-한사람의 목숨이 달린일이니 먼저 생명을 구하는 것이 중요하니 상담사를 통해서 설득을 해 보겠다고 함\n\n7월26일\n-연락두절이였던 내담자가 연락이 되었고, 보건소에 찾아가게 함\n-상담사와 내담자와 함께 동행함\n\n8월10일 \n-자신이 강제퇴거가 될 것인지 불안해하여 마산 담당자와 통화함-강제퇴거가 결정났다고 함. -인도적 차원을 치료후 일상으로 돌아가게 해야 함을 알리고 안산에 있는 결핵쉼터로 연계할 생각을 마산병원에 전함\n\n8월18일\n-8월21일 강제퇴거 결정됨으로 중국으로 갈 예정이라고 함. \n-중국상담사가 선물이라도 보낼 생각으로 연락을 하고 있는데, 자꾸 연락이 되지 않는다고 오히려 기관에 연락이 옴\n-만나서 이야기를 하고 마산 병원으로 연락함. \n-본 기관의 향후 미등록 이주민에 대한 신뢰문제를 야기할 것이라고 말함. 이후 긴급상황에서 공조에 장애요소가 될 것으로 보임.\n-병원은 치료의 목적만 있지, 기관의 입장에 책임은 없다고 함\n-환자는 어떻게 되었느냐는 질문에 자꾸 대답을 회피함\n-환자는 현재 다른 병원에 이관되었고 자신들은 개인에게 말할 수 었다고 계속 답을 회피함\n-환자를 설득해서 보낸 기관을 개인이라고 하다니 이해할 수 없으면 환자는 기관의 회원이니 사실대로 말해달라고 하니, 도망가고 없음이라고 말함.\n-경찰에서 찾고 있다고 했다고 함\n-상담사에게 도주사실을 전함. 매우 실망하였고, 이후에 도주하였다고 생각함.\n\n8월20일\n-오후 신문기사를 확인함. 마산 결핵병원 간호사가 기관에 거짓정보를 제공한 것이 확인됨.\n\n8월20일\n-마산 결핵병원에서 탈출하다가 병원3층에서 추락하여 몸이 다쳐 다른 병원으로 이관됨\n-마산 병원을 담당 간호사는 본 기관에게 거짓사실을 말한 것이며, 사실을 그대로 말하지 않음\n-고지 면제에 대해서 지키지 않은 것이며, 병원이 어떤 법적 회피를 위한 것이나 결핵실적을 위한 치료였는지 이해가 되지 않음\n-만약 탈출을 하다가 인명사고가 났다면 이것은 치료후 장례를 치르는 일이 되었을 것이며 향후 미등록 이주민들에게 좋지 않은 선례로 결핵 등 전염병이 걸리더라도 숨어버리고 나타나지 않게 하는 좋지 않은 학습효과를 강화할 것임\n-기관에도 앞으로 미등록 외국인노동자들이 절대 방문하거나 상담신청을 하지 않을것으로 예상됨. 기관의 공신력과 내담자들간의 신뢰에 심각한 문제를 초래한 무책임한 관공서의 행정부주의임', '내담자_정보': {'거주지역': '성남시', '국적': '중국', '체류자격': '미등록', '추가정보': []}, '해결방법': '', 'metadata': {'상담유형': '의료', '상담일시': Timestamp('2023-08-29 00:00:00')}}"
request-63,"{'상담제목': {'raw_text': '대장암 발견된 이주민 치료지원', 'Embedding': []}, '상담내용요약': {'raw_text': '1. 내담자는 네팔D-8로 10년간 인도식당을 경영하는 사장임. 아내와 네팔인2명의 직원과 함께 식당운영중임.\n2. 작년부터 혈변이 생겼으나 식당일이 바뻐서 건강을 돌보지 못함. 아마 코로나로 인해 경영난이 생겨서 스트레스와 불규칙한 식사로 인한 건강이상이 온 것으로 보임\n3. 건강검진을 하다가 대장의 용종이 발견되어서 용종을 동네 병원에서 제거하다가 큰병원을 가보라고 하는 의사의 진단을 듣고 기관을 방문함\n4. 분당S병원 암센터로 이관하기 위해서 예약을 하고 검사와 입원, 수술예약까지 진행함\n5. 병원 공공의료팀 담당자와 면담요청후\xa0 구비서류를 전달하고 1/3정도 지원 확정함', 'Embedding': []}, '진행_과정_및_결과': '6월30일\n-무료건강검진 결과 설명회를 통해서 콜레스테롤 수치가 많이 나와서 재검사를 요청할 상황이 생김\n-7월10일 병원 예약을 하고 동행하기로 함\n6월15일 \n-오후에 병원 검사를 위해 동행\n-공공의료팀과 미팅 하여 미납처리 후 사후 지원하기로 함\n-검사결과를 위해 진료 예약을 함\n7월14일 \n-분당 S병원 예약 후 동행함\n-조직검사를 함\n7월24일 \n-검사결과를 위해 병원 동행함.\n-대장암 1기 판정\n-입원예약을 함 -공공의료팀 면담하여 지원을 위한 구비서류 문의함\n8월6일\n-입원을 위해 동행함\n-아내는 식당 운영을 위해서 간병을 하지 못하고, 간호병동에서 수술 후 10여일간 입원해 있기로 함. 다시 조직검사하기로 함\n-공공의료팀 방문하여 담당사회복지사와 면담하고, 준비한 서류 제출함\n8월18일 \n-수술후 퇴원함', '내담자_정보': {'거주지역': '성남시', '국적': '네팔', '체류자격': 'E-9', '추가정보': []}, '해결방법': '', 'metadata': {'상담유형': '의료', '상담일시': Timestamp('2023-08-29 00:00:00')}}"
request-64,"{'상담제목': {'raw_text': '미사용 연차수당 미지급 상담 건', 'Embedding': []}, '상담내용요약': {'raw_text': '파주 소재의 금속 제품 가공 공장에서 2017년 1월 19부터 2022년 12월 26일까지 근무하고 퇴사함. 퇴사 후, 노동자가 미사용 연차수당에 대해 확인하기 위해 센터에 방문함.', 'Embedding': []}, '진행_과정_및_결과': '5월 14일\n- 센터 방문. 상담과정에서 노동자가 근무기간 동안 연차를 사용한 적 없으며 퇴사 이후 연차 수당 지급 받은 적 없음을 확인함. 근로기준법에 따라 임금 채권은 3년간 행사하지 않으면 시효가 소멸됨을 안내하고, 소멸된 수당 제외한 미사용 연차수당 3,534,400원 산정함.\n\n5월 15일\n- 사측 확인 결과, 노동자가 직접 사업장에 방문하여 확인하라는 답변을 받았음. 또한, 사측에서는 지급일, 금액 등에 대해서는 노무사를 통해 확인 예정으로 연차사용 내역 제공 거부함.\n- 노동자에게 사측과의 합의를 통해 지급은 어려운 상황임을 안내하고 고양 고용노동지청 임금 체불 진정 접수함.\n\n5월 30일\n- 고양 고용노동지청 출석 조사 동행하여 근로감독관에게 미사용 연차수당 내역과 자료를 제출함\n- 사측에서 여름휴가와 2021년까지 공휴일을 연차휴가로 대체했던 사용 내역 제출하여 비교 확인함.\n- 노동자도 연차휴가 대체 사용 시에는 임금 공제 된 내역 없으며, 실제로 여름휴가도 다녀왔다고 하여 사실임을 확인함. 2022년 발생한 연차휴가 중, 미사용 연차휴가 수당 11개가 있음을 확인함.\n\n5월 30일\n- 노동자로부터 사측에서 800,000원 지급했음을 확인하고 제출한 진정취하서 수리 요청함.', '내담자_정보': {'거주지역': '파주시', '국적': '스리랑카', '체류자격': 'E-9', '추가정보': []}, '해결방법': '', 'metadata': {'상담유형': '임금체불', '상담일시': Timestamp('2023-08-29 00:00:00')}}"
request-65,"{'상담제목': {'raw_text': '외국인고용이 제한된 사업장으로 사업장 이동하려는 노동자', 'Embedding': []}, '상담내용요약': {'raw_text': '노동자는 2023년 2월 15일 구직 신청 이후, 5월 12일 포천 소재의 사업장을 알선 받아 근로계약을 체결함. 그리고 5월 15일, 사업주와 함께 고용센터를 방문하였고 이후 양주출입국외국인사무소를 방문함. 하지만 해당 사업장은 미등록 외국인 노동자 고용으로 법무부 출입국으로부터 근무처 변경 허가를 받지 못 해 상담을 위해 센터 방문함.', 'Embedding': []}, '진행_과정_및_결과': '5월 15일\n- 센터 방문. 노동자의 구직등록유효기간이 5월 15일까지인 상황에서 노동자의 귀책사유가 아닌 사업장의 고용제한 이유로 사업장 변경을 할 수 없는 사유에 대해 의정부 고용센터 동행 방문하여 사업장 변경 기간 연장 진정서 접수함.\n\n5월 16일\n- 사업장 변경기간 연장 가능 여부 문의함. 담당 주무관으로부터 사업장 변경까지 3개월의 기간이 주어지고 사업장의 다른 이유로도 만료일까지 사업장변경을 못 하는 경우가 많다는 답변을 받음. 또한, 해당 경우에 대해 어떤 법령을 적용해서 연장하고, 연장을 한다고 했을 때 언제까지 연장을 해주어야할 지에 대한 기준이 없어 검토하겠다는 답변을 받음.\n\n5월 23일\n- 사업장 변경기간 연장 가능 여부 문의함. 담당 주무관으로부터 사업장 변경까지 3개월의 기간이 주어지고 사업장의 다른 이유로도 만료일까지 사업장변경을 못 하는 경우가 많다는 답변을 받음. 또한, 해당 경우에 대해 어떤 법령을 적용해서 연장하고, 연장을 한다고 했을 때 언제까지 연장을 해주어야할 지에 대한 기준이 없어 검토하겠다는 답변을 받음.\n\n5월 30일\n- 추가 자료 제출 검토 문의함. 담당 주무관으로부터 노동자가 근무처 변경허가를 받을 수 없거나 근무처 변경신청을 할 수 없는 경우, 즉 구직활동이 불가했던 경우에 해당되지 않음을 답변 받음.\n- 사업장 알선 횟수는 사업장의 구인 조건 및 외국인노동자의 구직 조건에 따라 차이가 있을 수 있으며 면접 후 노동자가 원치 않아 거부한 경우도 있으므로 연장 사유에 해당 될 수 없음을 안내 받음.\n\n5월 31일\n- 노동자에게 고용센터 답변 안내 후, 국민권익위원회 진정 의사 확인했으나 노동자 출국 예정임을 답변 받아 종결함.', '내담자_정보': {'거주지역': '포천시', '국적': '태국', '체류자격': 'E-9', '추가정보': []}, '해결방법': '', 'metadata': {'상담유형': '고용허가', '상담일시': Timestamp('2023-08-29 00:00:00')}}"
request-66,"{'상담제목': {'raw_text': '부친상을 위해 본국 다녀온 기간이 휴업급여에서 제외된 산재피해 노동자', 'Embedding': []}, '상담내용요약': {'raw_text': '위 노동자는 사업장에서 일어난 산재로 인해 22년11월29일부터 23년7월10일까지 요양기간을 받았음. 노동자는 요양기간 중, 부친상으로 인해 3월29일부터 4월30일까지 필리핀으로 출국하였음. 노동자는 센터를 통해 휴업급여를 신청하였으나, 부친상 기간을 제외한 휴업급여만 지급되었음.', 'Embedding': []}, '진행_과정_및_결과': '5.22\n근로복지공단 23년3월9일부터 2023년5월22일까지 총75일간의 휴업급여를 청구하였음.\n\n5.25\n휴업급여는 해외 체류가 확인되는 기간에 대해서는 지급 하지 않는다는 안내문을 받음. 해외체류기간 (2023.03.29.-2023.04.30.) 제외한 휴업급여는 지급받음..\n\n7.5\n근로복지공단 방문, 부친상은 요양기간   해외여행과 같은 선상에 두고 볼  없음을 주장하였으나, 해외체류는 요양 목적의 취지와 맞지 않는다고 지급  수 없다 함.\n\n7.19\n노동자는 주치의와의 상의 후 왕복항공권을 구매하여 출국하였음. 또한 필리핀의 문화상 40일동안 장례를 치름. 노동자는 5월2일 세 번째 수술일정에 맞춰 입국하였으며, 부친상 전과 이후 성실히 치료를 받고있음. 관련하여 고충민원 신청서를 작성하였으며, 권익위 민원.\n\n8.3\n해외체류기간 (2023.03.29.-2023.04.30.)의 휴업급여 2,539,680원 지급', '내담자_정보': {'거주지역': '포천시', '국적': '필리핀', '체류자격': 'E-9', '추가정보': []}, '해결방법': '', 'metadata': {'상담유형': '산재', '상담일시': Timestamp('2023-08-29 00:00:00')}}"
request-67,"{'상담제목': {'raw_text': '장시간 서서 일해 다리 통증 있는 노동자 치료지원', 'Embedding': []}, '상담내용요약': {'raw_text': '제조업 식품 회사에서 근무한 이주노동자가\xa0 몇 개월 동안 다리가 저린다 해서 병원 방문 동행 요청', 'Embedding': []}, '진행_과정_및_결과': '2023.08.06\n이주노동자가 센터에 방문해서 6개월 전부터 왼쪽 다리가 저리기 시작했고  최근에 골방과 오른쪽 다리까지 저리기 시작했다고 함. 제조업 식품회사 냉방에서 장시간 서서 일 한다고 함.  \n\n2023.08.12\n정형외과에 방문, X-ray 검사 결과에 허리 디스크라고 함. 추가 검사와 수술 먼저 물리치료와 약물 치료하기로 함\n\n2023.08.19\n회사 업무와 교통편으로 인해 물리치료를 매일 못 했으나 약을 복용한 후 나아진다고 함. 자세주의와 운동으로 관리하기로 함\n\n결과\n장기간 통증으로 불편을 했으나 업무상 휴일이 없고 고생을 참고 있다가 병원치료하게 되어 건강유지와 안전한 자세를 위한 노력한다고 함', '내담자_정보': {'거주지역': '평택시', '국적': '미얀마', '체류자격': 'E-9', '추가정보': []}, '해결방법': '', 'metadata': {'상담유형': '의료', '상담일시': Timestamp('2023-08-29 00:00:00')}}"
request-68,"{'상담제목': {'raw_text': '입국한 지 얼마 안되어 피부 질환 겪는 노동자 치료 지원', 'Embedding': []}, '상담내용요약': {'raw_text': '입국한 지 4개월 만에 피부알레르기로 불편해서 병원치료를 받고 싶은 이주노동자에게 병원 동행, 통역, 상담 및 회사와 연락하고 상황을 전달 및 협조 요청', 'Embedding': []}, '진행_과정_및_결과': '2023.07.07\n손등과 팔에 알레르기가 심해서 병원치료를 받고 싶다고 함. 회사에서 연고를 제공했지만 나아지지 않아 검사 및 치료를 하고 싶다고 함\n\n2023.07.08\n피부과에 방문해 검사와 약 처방을 받아 3일 후에 다시 방문하기로 함\n\n2023.08.14\n약 복용 후 나아지기는 했지만 계속해서 치료해야 한다고 함. 회사에 연락해서 예민한 피부이기에 화학 약품을 피하고 다른 일을 시켜 달라고 요청. 회사 담당자도 요청에 응하고 당분간 다른 일을 하게 한다고 함. \n\n결과\n입국한 지 4개월 만이라  취업 적응에 어려운 데다가 피부 건강으로 인해 심리 불편하지만 회사와 의사소통이 원활하지 않아서 장기간 힘든 일을 해결 해 줌으로써 내담자의 마음을 안정 시킬 수 있었다. 또한 안전하고 건강한 직업 환경으로 바꿀 수 있어서 건강한 노동 생활을 만들 수 있음.', '내담자_정보': {'거주지역': '오산시', '국적': '미얀마', '체류자격': 'E-9', '추가정보': []}, '해결방법': '', 'metadata': {'상담유형': '의료', '상담일시': Timestamp('2023-08-28 00:00:00')}}"
request-69,"{'상담제목': {'raw_text': '전세 이사 지원', 'Embedding': []}, '상담내용요약': {'raw_text': '7월 9일\n- BW가 센터에 전세 이사 하고 싶은데 사기 당할까봐 알아본 집에 대해 알아봐 달라고 함.\n- 물건지에 대해 근저당 확인하고 부동산 약속 잡음\n\n7월 12일\n- BW와 동행하여 부동산에 가서 전세 계약 진행.\n(전세 근저당 설정 or HUG 보증보험 가입진행 포함)\n\n7월 27일\n- 전세 잔금 납부 후 이사\n\n8월 2일\n- 이전 세입자 근저당 말소 확인 후 HUG에 BW와 동행하여 전세보증보험 신청.\n\n8월 17일\n- 심사 완료. 전세보증보험료 납부 후 전세보증보험증권 발권\n-상담 종료함.', 'Embedding': []}, '진행_과정_및_결과': '', '내담자_정보': {'거주지역': '부천시', '국적': '베트남', '체류자격': 'F-2', '추가정보': []}, '해결방법': '', 'metadata': {'상담유형': '기타', '상담일시': Timestamp('2023-08-28 00:00:00')}}"
request-70,"{'상담제목': {'raw_text': '재혼 배우자가 사망 후 배우자 자녀로부터 전세집 퇴거요청 받은 이주민 지원', 'Embedding': []}, '상담내용요약': {'raw_text': '중국에서 귀화한 이주민으로 자녀가 있는 배우자와 결혼하여 전세로 살던 중 배우자가 암에 걸려 사망한 후 배우자의 자녀로부터 전셋집에서 나가달라고 한다며 상담요청', 'Embedding': []}, '진행_과정_및_결과': '8월 2일\n- CJ님이 센터에 방문하여 아래와 같이 상담 함.\n  자녀가 있는 남자와 결혼하여 전세로 살던 중 남편이 암에 걸려 사망함,\n-  별 탈 없이 지내던 중 딸이 전셋집에서 나가달라고 함,\n-  변호사를 만나 상의하기로 함.\n-  관련 서류 모두 지참해 달라고 요청함.\n\n8월 3일 \n - CJ님과 동행하여 변호사님 자문 구함.\n - 전세 계약서를 확인해보니 계약자가 사망한 남편과 딸 공동 명의로 되어있었음.\n - 특약사항에 추후 보증금 반환은 딸에게 지급한다고  명시 되어있음.\n - 이에 변호사의 의견은 딸과 잘 협의해서 있을 수 있게 하거나 돈 마련 할때까지 기다려 달라\n아니면 소송 진행하면서 시간을 끄는 방법이 있다고 함.  \n\n8월 6일\n-  CJ님이 딸을 만나 상황 설명하고 오해 풀어서 그대로 거주하기로 함. 상담 종료함.', '내담자_정보': {'거주지역': '부천시', '국적': '중국', '체류자격': '기타', '추가정보': []}, '해결방법': '', 'metadata': {'상담유형': '민사', '상담일시': Timestamp('2023-08-28 00:00:00')}}"
request-71,"{'상담제목': {'raw_text': '출입국 단속 된 미등록 노동자 출국 등 지원', 'Embedding': []}, '상담내용요약': {'raw_text': '2019년부터 국내 체류 중인 미등록이주노동자. 사업장에서 근무 중 단속 되어 양주출입국사무소에 구금 중이라고 친구를 통해 도움 요청.', 'Embedding': []}, '진행_과정_및_결과': '8. 9\n8월 9일 사업장에서 근무 중 단속되어 양주출입국사무소에 구금됨. \n동일 사업장 근무중인 베트남 여성 1, 캄보디아 여성 1명도 함께 단속, 구금되었다고 함. 양주출입국 사범과 유선확인 결과 곧 화성외국인보호소로 이송 예정. 거주지에서 여권과 짐을 확보해 면회시 전달할 수 있도록 준비.\n\n 8.10\n양주출입국 사범과 유선 재확인. 익일(금요일) 이송될 수 있으나, 정확한 이송 여부는 당일 오전 확인 가능하다고 함. 본인으로부터 전화연락와서, 해당 내용 안내하고, 익일 오전 본인이 다시 연락주기로 함.\n\n 8.11\n차주 이송 예정이라고 오전중 연락옴. \n오후 1:30 면회 위해 통역 동행하여 양주출입국사무소 4층 사범과 면회실 방문. 현금 35만원, 여권, 개인짐 캐리어1 전달.\n사업주 조사를 위해 출입국 방문한 사업주와 만나 함께 면회 진행. \n건강상 문제 없으며, 빠른 시일내 본국 출국하기로 결정했다는 의사 확인. \n퇴직금과 최종 월 급여 계좌송금예정임을 사업주와 대면 구두 확인함.\n담당 사무관 면담하여, 향후 일정 재확인. 화성보호소 수용인원 과밀 등 사유로 정확한 이송일 확인은 어려우나. 최대한 빠른 시일 내 이송 및 출국 절차가 진행될 것임을 확인하여 사업주에게 상세 설명.\n\n 8.12\n사업주 요청으로 사업장 방문하여 상담. 노동자 거주하던 숙소는 사업주가 무상 제공했으며, 보증금과 월세도 사업주가 알아서 정리할 예정이라고 함. 4년간 함께 일한 숙련노동자의 단속과 함께 사업주도 과태료 처분을 받았으며, 현행법과 노동환경상 서비스업 노동자 구인이 극히 어려워 부득이 미등록이주노동자를 채용할 수 밖에 없다는 등 애로사항 청취. \n관련법과 정부기조 등을 상담 안내함. \n\n 8.18\n8.14 화성외국인보호소 이송 후 귀국 항공권 준비하여 8.18 출국 및 도착했음을 유선확인. 사업주로부터 받을 잔여 임금과 퇴직금 모두 받았다고 함. \n미등록이주민 단속 관련 지원 시 구금 초기 1~2일내 당사자의 정확한 신원(이름, 국적, 나이) 확인하여 관할 출입국사무소 사범과에 유선 상황 확인, 면회 및 담당자 면담 가능. 단속된 사업주도 처분을 위한 조사를 받기 위해 해당 출입국에 출석해야 하므로, 가능시 같은 날 사업주와의 면회를 주선하고 이후 진행절차에 대해 확인 안내해주고 숙소, 임금, 기타 갑작스러운 단속 상황에서의 사후 지원이 필요함. 상담 종료.', '내담자_정보': {'거주지역': '남양주시', '국적': '베트남', '체류자격': '미등록', '추가정보': []}, '해결방법': '', 'metadata': {'상담유형': '체류자격', '상담일시': Timestamp('2023-08-28 00:00:00')}}"
request-72,"{'상담제목': {'raw_text': '건강보험 직장가입자의 피부양자 등록 지원', 'Embedding': []}, '상담내용요약': {'raw_text': ""1992년부터 국내 체류중인 이주민으로서, '국내출생 불법체류 아동 조건부 구제대책‘에 의해 2023년 5월 G-1-81 비자 취득. 남편의 직장건강보험에 피부양자로 등록되기 위해 도움 요청."", 'Embedding': []}, '진행_과정_및_결과': '7. 30\n 센터 내방 상담. 두 자녀는 지역가입자로, 남편은 최근 취업허가를 받아 직장가입자로 등록되었으나 본인은 아직 건강보험 미가입 상태. 가족 모두 남편의 직장건강보험에 피부양자로 등록하기위해 가족관계 관련 증빙서류를 제출해야 한다고 함. 거주지 주민센터에 평일에 방문하여 외국인등록사실증명서 발급받아 제출하기로 함.   \n\n8. 1\n 남편이 휴가중인 평일에 온가족 함께 외국인등록증 지참하여 거주지 주민센터 동행하여, 일반민원으로 “외국인등록사실증명서” 발급받음. 민원담당 공무원에게 “동반가족 기재사항” 반드시 포함하여 발급하도록 요청. 수수료 1통 2,000원(온라인 무료). \n향후 사용 위해 동행한 전 가족 본인 기준으로 모두 발급받음.\n 남편 회사에 제출하여 피부양자 등록요청 하도록 안내.\n\n8. 19\n 직장건강보험 가족 피부양자 등록 유선 확인. \n 외국인으로만 구성된 가족의 경우 피부양자 등록시 가족관계증명서가 없어 어떤 서류를 제출해야하는지를 잘 모름. \n [외국인 피부양자 첨부서류 상세설명 – 국민건강보험공단 제공]\nhttps://www.youtube.com/watch?v=ymEO_Vp0tFE \n상담 종료.', '내담자_정보': {'거주지역': '남양주시', '국적': '방글라데시', '체류자격': 'G-1', '추가정보': []}, '해결방법': '', 'metadata': {'상담유형': '기타', '상담일시': Timestamp('2023-08-28 00:00:00')}}"
request-73,"{'상담제목': {'raw_text': '고관절 괴사로 수술이 필요한 노동자 치료지원', 'Embedding': []}, '상담내용요약': {'raw_text': '1999년 입국해 국내 체류중인 미등록 이주노동자. 약 3년전부터 지속된 고관절 통증으로 병원 진료 위해 상담 요청. 2021년 타 병원 진료시 고관절 괴사로 수술해야 한다는 의사 소견을 받았으나, 당시 본인이 수술을 결정하지 못하고 타 병원에서 디스크 치료만 받아왔으나 최근 통증이 심해져 타 병원에서 수술을 권유함.', 'Embedding': []}, '진행_과정_및_결과': '7. 16 \n이전 타 병원 기록 및 진료의뢰서 지참하여 내방. \n대퇴골두무혈관성괴사로 질환이 상당히 진행된 상태로, 보존적 치료가 어려운 상황 소견. 대퇴골두무혈관성괴사는 대퇴골의 머리 부분에 피가 통하지 않아 이 부분이 괴사하는 병. 국내에서는 30~50대 남성에게 많이 발생하며 그 원인과 발생기전이 명확하지 않은 질환. 협력병원(남양주 00병원) 외래진료 예정.\n\n 7.21\n오후 2시 00병원 동행 외래진료. \n진료협력센터 통해 관절센터, 사회사업과 협진 요청도 접수함.\n오른쪽 고관절은 인공관절 대체 수술, 왼쪽은 보존적치료 시술 지속 필요 소견.\n건강보험 미적용으로 인공관절 수술비용 700~1,000만원, 입원기간 약 2주, 회복재활기간 1~3개월 예상. 환자 본인에게 상세설명.  \n사업장 방문하여 사업주에게 진료결과 안내하고 협력 및 지원 요청.\n본인 수술 결심하면 근무중인 사업주와 협의하여 수술일정 결정 하기로 함.\n\n 8. 7\n입원준비하여 병원 동행. 코로나검사 후 입원.\n사회사업과 담당자 상담하여 의료비 지원절차 협의.\n외국인근로자 긴급 의료지원 사업 및 해당 병원이 지정기탁한 사회복지공동모금회 의료비, 사업주 협조 300만원으로 본인부담 10~20% 범위 내에서 의료비 충당하기로 하고 본인에게 설명. 사업주 작성한 근로확인서 사회사업과 전달.\n\n 8. 9\n오후 1:30 수술 진행. 오후 7시 본인 통화. 익일 주치의 면담예정임 안내.\n\n 8.10\n오전 11:00 주치의 면담. 수술 경과 좋으며, 향후 재활 일정 안내받고 전달.\n\n 8.18\n오후 1:30 주치의 2차 면담. 재활 진행중이며 차주 중 퇴원 예정.\n사회사업과 담당자 면담. 지원금 및 지정기탁금으로 의료비 납부예정이며, 퇴원시 본인부담금에 대해서만 선결제하기로 원무과 협조 예정. 나머지 의료비는 이후 각 지원금 집행가능시점에 재진행하기로 함. 통역 및 동료에게 퇴원일정 안내하고 퇴원 당일 동행요청. \n\n 8.20\n고액 의료비가 발생하는 긴급한 의료 문제를 지속된 사례관리와 협력병원의 의료비지원에 힘입어 큰 어려움없이 해결할 수 있었던 사례. 내담자는 24년간의 장기 미등록체류자로 본국의 가족과 친지 모두 귀국을 원하는 상황임. 퇴원 이후 재활과 통원치료로 건강을 회복한 후 자진출국 절차를 권유하는 등 적극적 사례관리 지속 예정. 상담 종료.', '내담자_정보': {'거주지역': '남양주시', '국적': '방글라데시', '체류자격': '미등록', '추가정보': []}, '해결방법': '', 'metadata': {'상담유형': '의료', '상담일시': Timestamp('2023-08-28 00:00:00')}}"
request-74,"{'상담제목': {'raw_text': '이직기간 동안 쉼터제공 및 구직지원', 'Embedding': []}, '상담내용요약': {'raw_text': '경기도 광주에서 계란 포장하는 일을 하는데 쉬지 않고 빨리빨리 해야 하기 때문에 일이 너무 힘들어 그만두고 새 직장을 구하고 싶어함. 새 직장을 구할 동안 임시 머무를 곳을 요청하여 인도네시아 상담센터에 있는 쉘터에서 지내도록 허락함.', 'Embedding': []}, '진행_과정_및_결과': '7/24\n새로운 직장을 구할 동안 쉘터에서 머무를 수 있는지 요청하여 비어 있는 방이 있어 머무를 수 있게 함\n\n7/28\n경기도 광주에 거처하고 있던 집으로 가서 랜디의 가방과 기타 짐을 싣고 안산 상록구 월피동에 있는 인도네시아 상담센터로 와서 짐을 내리고 비어 있는 방에서 쉴 수 있도록 안내해 줌\n\n8/3\n쉘터에 필요한 쌀과 휴지, 종이컵 등을 사서 비치함\n\n8/10\n안산 인력사무소에 전화하여 일자리를 알아봐 줌. \n\n결과\n새 직장을 구할 때까지 인도네시아 쉘터에 머물기로 하고 직장은 계속 알아보기로 함.', '내담자_정보': {'거주지역': '광주시', '국적': '인도네시아', '체류자격': '미등록', '추가정보': []}, '해결방법': '', 'metadata': {'상담유형': '기타', '상담일시': Timestamp('2023-08-28 00:00:00')}}"
